train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score
0.5151146054267883,9,0,,,,,
0.18829429149627686,19,0,,,,,
0.27174249291419983,29,0,,,,,
0.377244770526886,39,0,,,,,
0.32171115279197693,49,0,,,,,
0.276501327753067,59,0,,,,,
0.2998155951499939,69,0,,,,,
0.18474458158016205,79,0,,,,,
0.09633466601371765,89,0,,,,,
0.31057867407798767,99,0,,,,,
0.24374639987945557,109,0,,,,,
0.07751932740211487,119,0,,,,,
0.2535455822944641,129,0,,,,,
0.09429167211055756,139,0,,,,,
0.19509388506412506,149,0,,,,,
0.21943731606006622,159,0,,,,,
0.11046012490987778,169,0,,,,,
0.3088768720626831,179,0,,,,,
0.1763114035129547,189,0,,,,,
0.08064837008714676,199,0,,,,,
0.29362162947654724,209,0,,,,,
0.1517934501171112,219,0,,,,,
0.18050965666770935,229,0,,,,,
0.08752293884754181,239,0,,,,,
0.1853366196155548,249,0,,,,,
0.09415903687477112,259,0,,,,,
0.17624396085739136,269,0,,,,,
0.11961818486452103,279,0,,,,,
0.168206125497818,289,0,,,,,
0.18631130456924438,299,0,,,,,
0.19334669411182404,309,0,,,,,
0.22543074190616608,319,0,,,,,
0.13293267786502838,329,0,,,,,
0.11467709392309189,339,0,,,,,
0.08364571630954742,349,0,,,,,
0.12624144554138184,359,0,,,,,
0.1320618838071823,369,0,,,,,
0.27546262741088867,379,0,,,,,
0.07522493600845337,389,0,,,,,
0.2527121603488922,399,0,,,,,
0.13339398801326752,409,0,,,,,
0.19290487468242645,419,0,,,,,
0.16971011459827423,429,0,,,,,
0.11871042102575302,439,0,,,,,
0.13833370804786682,449,0,,,,,
0.08710059523582458,459,0,,,,,
0.1750386357307434,469,0,,,,,
0.12127135694026947,479,0,,,,,
0.17520539462566376,489,0,,,,,
0.13878792524337769,499,0,,,,,
0.07978910952806473,509,0,,,,,
0.06912742555141449,519,0,,,,,
0.08061634004116058,529,0,,,,,
0.08467740565538406,539,0,,,,,
0.12126275897026062,549,0,,,,,
0.09360451996326447,559,0,,,,,
0.11405628174543381,569,0,,,,,
0.09860895574092865,579,0,,,,,
0.1585594266653061,589,0,,,,,
0.16942036151885986,599,0,,,,,
0.10177260637283325,609,0,,,,,
0.11339052021503448,619,0,,,,,
0.19065304100513458,629,0,,,,,
0.044997770339250565,639,0,,,,,
0.16290058195590973,649,0,,,,,
0.16755735874176025,659,0,,,,,
0.1662493795156479,669,0,,,,,
0.13123087584972382,679,0,,,,,
0.17123466730117798,689,0,,,,,
0.10425838828086853,699,0,,,,,
0.09074977040290833,709,0,,,,,
0.08436297625303268,719,0,,,,,
0.13018272817134857,729,0,,,,,
0.09260811656713486,739,0,,,,,
0.06210228428244591,749,0,,,,,
0.06691953539848328,759,0,,,,,
0.12564143538475037,769,0,,,,,
0.08477186411619186,779,0,,,,,
0.12706388533115387,789,0,,,,,
0.15609340369701385,799,0,,,,,
0.12111864238977432,809,0,,,,,
0.10753639787435532,819,0,,,,,
0.1252136081457138,829,0,,,,,
0.11020251363515854,839,0,,,,,
0.11418837308883667,849,0,,,,,
0.0901939645409584,859,0,,,,,
0.08244576305150986,869,0,,,,,
0.08335613459348679,879,0,,,,,
0.17174029350280762,889,0,,,,,
0.05409887433052063,899,0,,,,,
0.08035525679588318,909,0,,,,,
0.119376040995121,919,0,,,,,
0.09443914145231247,929,0,,,,,
0.09486650675535202,939,0,,,,,
0.09967684000730515,949,0,,,,,
0.12294668704271317,959,0,,,,,
0.06544092297554016,969,0,,,,,
0.07612793892621994,979,0,,,,,
0.1178743988275528,989,0,,,,,
0.13733352720737457,999,0,,,,,
0.14089548587799072,1009,0,,,,,
0.0813388079404831,1019,0,,,,,
0.09273049980401993,1029,0,,,,,
0.06850959360599518,1039,0,,,,,
0.08691971749067307,1049,0,,,,,
0.14850294589996338,1059,0,,,,,
0.09847863763570786,1069,0,,,,,
0.1204567477107048,1079,0,,,,,
0.08699242025613785,1089,0,,,,,
0.11154013872146606,1099,0,,,,,
0.08358999341726303,1109,0,,,,,
0.06981918215751648,1119,0,,,,,
0.07491237670183182,1129,0,,,,,
0.07140908390283585,1139,0,,,,,
0.06217407435178757,1149,0,,,,,
0.07373315840959549,1159,0,,,,,
0.123704694211483,1169,0,,,,,
0.12836439907550812,1179,0,,,,,
0.1590113341808319,1189,0,,,,,
0.17482969164848328,1199,0,,,,,
0.09506819397211075,1209,0,,,,,
0.08085647970438004,1219,0,,,,,
0.09740684181451797,1229,0,,,,,
0.09185008704662323,1239,0,,,,,
0.04569872468709946,1249,0,,,,,
0.052111636847257614,1259,0,,,,,
0.0766584649682045,1269,0,,,,,
0.04618792235851288,1279,0,,,,,
0.046318136155605316,1289,0,,,,,
0.046312931925058365,1299,0,,,,,
0.13068439066410065,1309,0,,,,,
0.055627502501010895,1319,0,,,,,
0.07886167615652084,1329,0,,,,,
0.12973950803279877,1339,0,,,,,
0.10975543409585953,1349,0,,,,,
0.09527015686035156,1359,0,,,,,
0.12497725337743759,1369,0,,,,,
0.08634109050035477,1379,0,,,,,
0.09317492693662643,1389,0,,,,,
0.1135617196559906,1399,0,,,,,
0.11883103102445602,1409,0,,,,,
0.06666714698076248,1419,0,,,,,
0.10058104991912842,1429,0,,,,,
0.07708410173654556,1439,0,,,,,
0.05691288411617279,1449,0,,,,,
0.180853009223938,1459,0,,,,,
0.035554952919483185,1469,0,,,,,
0.05378701910376549,1479,0,,,,,
0.1266864538192749,1489,0,,,,,
0.11864879727363586,1499,0,,,,,
0.07274948805570602,1509,0,,,,,
0.06935499608516693,1519,0,,,,,
0.13840676844120026,1529,0,,,,,
0.0466991625726223,1539,0,,,,,
0.0613032728433609,1549,0,,,,,
0.08572936803102493,1559,0,,,,,
0.10220315307378769,1569,0,,,,,
0.07798031717538834,1579,0,,,,,
0.06716502457857132,1589,0,,,,,
0.06879784911870956,1599,0,,,,,
0.08386505395174026,1609,0,,,,,
0.17335976660251617,1619,0,,,,,
0.11148742586374283,1629,0,,,,,
0.09574731439352036,1639,0,,,,,
0.05684683471918106,1649,0,,,,,
,1652,0,0.29110002517700195,0.12991677224636078,0.3465719521045685,0.2173333317041397,0.8178261518478394
0.06844506412744522,1659,1,,,,,
0.09752269089221954,1669,1,,,,,
0.043519776314496994,1679,1,,,,,
0.0470690093934536,1689,1,,,,,
0.06823544949293137,1699,1,,,,,
0.08711409568786621,1709,1,,,,,
0.06446939706802368,1719,1,,,,,
0.07765459269285202,1729,1,,,,,
0.08033933490514755,1739,1,,,,,
0.10901069641113281,1749,1,,,,,
0.04597664996981621,1759,1,,,,,
0.08465501666069031,1769,1,,,,,
0.08153267949819565,1779,1,,,,,
0.05826658010482788,1789,1,,,,,
0.09090239554643631,1799,1,,,,,
0.16073976457118988,1809,1,,,,,
0.13386355340480804,1819,1,,,,,
0.047496646642684937,1829,1,,,,,
0.1406940072774887,1839,1,,,,,
0.043199729174375534,1849,1,,,,,
0.056109294295310974,1859,1,,,,,
0.05846483260393143,1869,1,,,,,
0.08238235861063004,1879,1,,,,,
0.08634951710700989,1889,1,,,,,
0.12783396244049072,1899,1,,,,,
0.05933266133069992,1909,1,,,,,
0.03264116495847702,1919,1,,,,,
0.029209837317466736,1929,1,,,,,
0.08117949217557907,1939,1,,,,,
0.05205022543668747,1949,1,,,,,
0.06539381295442581,1959,1,,,,,
0.02756858430802822,1969,1,,,,,
0.05423111096024513,1979,1,,,,,
0.040948204696178436,1989,1,,,,,
0.10813014954328537,1999,1,,,,,
0.09900306910276413,2009,1,,,,,
0.04644189402461052,2019,1,,,,,
0.10019192099571228,2029,1,,,,,
0.06929954886436462,2039,1,,,,,
0.09632393717765808,2049,1,,,,,
0.04832101985812187,2059,1,,,,,
0.05668909102678299,2069,1,,,,,
0.06629151850938797,2079,1,,,,,
0.0785854384303093,2089,1,,,,,
0.047548551112413406,2099,1,,,,,
0.07540867477655411,2109,1,,,,,
0.05125864967703819,2119,1,,,,,
0.04896428436040878,2129,1,,,,,
0.07447472214698792,2139,1,,,,,
0.06152994930744171,2149,1,,,,,
0.056993432343006134,2159,1,,,,,
0.08861085772514343,2169,1,,,,,
0.07857967168092728,2179,1,,,,,
0.08174312859773636,2189,1,,,,,
0.06836283206939697,2199,1,,,,,
0.06561589986085892,2209,1,,,,,
0.0497310534119606,2219,1,,,,,
0.11482096463441849,2229,1,,,,,
0.05143384635448456,2239,1,,,,,
0.06985203921794891,2249,1,,,,,
0.05517641827464104,2259,1,,,,,
0.08725498616695404,2269,1,,,,,
0.05946590378880501,2279,1,,,,,
0.05522838979959488,2289,1,,,,,
0.06793519109487534,2299,1,,,,,
0.03608980029821396,2309,1,,,,,
0.06872112303972244,2319,1,,,,,
0.07245022803544998,2329,1,,,,,
0.05186450108885765,2339,1,,,,,
0.06778759509325027,2349,1,,,,,
0.059962544590234756,2359,1,,,,,
0.05070675536990166,2369,1,,,,,
0.12950952351093292,2379,1,,,,,
0.05925695225596428,2389,1,,,,,
0.05293365567922592,2399,1,,,,,
0.07326455414295197,2409,1,,,,,
0.07231209427118301,2419,1,,,,,
0.033963754773139954,2429,1,,,,,
0.10090072453022003,2439,1,,,,,
0.06948588788509369,2449,1,,,,,
0.10734011232852936,2459,1,,,,,
0.05888102576136589,2469,1,,,,,
0.07625291496515274,2479,1,,,,,
0.09885480999946594,2489,1,,,,,
0.07443266361951828,2499,1,,,,,
0.05116724222898483,2509,1,,,,,
0.054052338004112244,2519,1,,,,,
0.025290103629231453,2529,1,,,,,
0.09369143843650818,2539,1,,,,,
0.025950228795409203,2549,1,,,,,
0.083025261759758,2559,1,,,,,
0.039072200655937195,2569,1,,,,,
0.022366508841514587,2579,1,,,,,
0.04338855296373367,2589,1,,,,,
0.09469703584909439,2599,1,,,,,
0.08759794384241104,2609,1,,,,,
0.04766862839460373,2619,1,,,,,
0.06569898128509521,2629,1,,,,,
0.06547573953866959,2639,1,,,,,
0.06678078323602676,2649,1,,,,,
0.03456559404730797,2659,1,,,,,
0.05501391366124153,2669,1,,,,,
0.0983119010925293,2679,1,,,,,
0.04358126223087311,2689,1,,,,,
0.05358824133872986,2699,1,,,,,
0.057244427502155304,2709,1,,,,,
0.0542902797460556,2719,1,,,,,
0.07775755226612091,2729,1,,,,,
0.08732692897319794,2739,1,,,,,
0.05087665840983391,2749,1,,,,,
0.031338196247816086,2759,1,,,,,
0.04344843327999115,2769,1,,,,,
0.06544996798038483,2779,1,,,,,
0.07562605291604996,2789,1,,,,,
0.018120549619197845,2799,1,,,,,
0.07234952598810196,2809,1,,,,,
0.0885336771607399,2819,1,,,,,
0.052814554423093796,2829,1,,,,,
0.03225275129079819,2839,1,,,,,
0.0447394922375679,2849,1,,,,,
0.047473274171352386,2859,1,,,,,
0.0630984976887703,2869,1,,,,,
0.08873458206653595,2879,1,,,,,
0.02736702375113964,2889,1,,,,,
0.04123811423778534,2899,1,,,,,
0.06945020705461502,2909,1,,,,,
0.06240559741854668,2919,1,,,,,
0.0357336588203907,2929,1,,,,,
0.06781508028507233,2939,1,,,,,
0.03938310220837593,2949,1,,,,,
0.08193691074848175,2959,1,,,,,
0.05282438546419144,2969,1,,,,,
0.07998596131801605,2979,1,,,,,
0.03832460194826126,2989,1,,,,,
0.09429780393838882,2999,1,,,,,
0.060361847281455994,3009,1,,,,,
0.03441149741411209,3019,1,,,,,
0.04041428864002228,3029,1,,,,,
0.0961838960647583,3039,1,,,,,
0.07469923049211502,3049,1,,,,,
0.08961334824562073,3059,1,,,,,
0.023225126788020134,3069,1,,,,,
0.03664231300354004,3079,1,,,,,
0.04253629595041275,3089,1,,,,,
0.033041343092918396,3099,1,,,,,
0.13533298671245575,3109,1,,,,,
0.07466213405132294,3119,1,,,,,
0.04066089168190956,3129,1,,,,,
0.07627163827419281,3139,1,,,,,
0.07617580890655518,3149,1,,,,,
0.04875454679131508,3159,1,,,,,
0.050537269562482834,3169,1,,,,,
0.07670234143733978,3179,1,,,,,
0.05466926470398903,3189,1,,,,,
0.06775251775979996,3199,1,,,,,
0.07470112293958664,3209,1,,,,,
0.06950497627258301,3219,1,,,,,
0.09450365602970123,3229,1,,,,,
0.054748471826314926,3239,1,,,,,
0.02128705196082592,3249,1,,,,,
0.031680189073085785,3259,1,,,,,
0.02450205385684967,3269,1,,,,,
0.09682753682136536,3279,1,,,,,
0.044623617082834244,3289,1,,,,,
0.025875119492411613,3299,1,,,,,
,3305,1,0.32026124000549316,0.1107681468129158,0.37619930505752563,0.24666666984558105,0.8283637762069702
0.04209131747484207,3309,2,,,,,
0.044007591903209686,3319,2,,,,,
0.05808776989579201,3329,2,,,,,
0.0536501407623291,3339,2,,,,,
0.044231195002794266,3349,2,,,,,
0.07508431375026703,3359,2,,,,,
0.019820502027869225,3369,2,,,,,
0.027151962742209435,3379,2,,,,,
0.03909613937139511,3389,2,,,,,
0.039212822914123535,3399,2,,,,,
0.03169702738523483,3409,2,,,,,
0.02505035698413849,3419,2,,,,,
0.027613699436187744,3429,2,,,,,
0.03411077335476875,3439,2,,,,,
0.039477989077568054,3449,2,,,,,
0.04528443515300751,3459,2,,,,,
0.05315227061510086,3469,2,,,,,
0.03646319359540939,3479,2,,,,,
0.01693587563931942,3489,2,,,,,
0.059209369122982025,3499,2,,,,,
0.04738064855337143,3509,2,,,,,
0.03395676612854004,3519,2,,,,,
0.02062804624438286,3529,2,,,,,
0.03453793749213219,3539,2,,,,,
0.0374445803463459,3549,2,,,,,
0.04154214262962341,3559,2,,,,,
0.03969068080186844,3569,2,,,,,
0.020908888429403305,3579,2,,,,,
0.016381626948714256,3589,2,,,,,
0.04447651654481888,3599,2,,,,,
0.028077905997633934,3609,2,,,,,
0.0709848552942276,3619,2,,,,,
0.03263074532151222,3629,2,,,,,
0.02802911587059498,3639,2,,,,,
0.014998805709183216,3649,2,,,,,
0.03859008848667145,3659,2,,,,,
0.01230609230697155,3669,2,,,,,
0.042290154844522476,3679,2,,,,,
0.059883568435907364,3689,2,,,,,
0.018826380372047424,3699,2,,,,,
0.02580462396144867,3709,2,,,,,
0.02898505888879299,3719,2,,,,,
0.05759667605161667,3729,2,,,,,
0.034815531224012375,3739,2,,,,,
0.02492206171154976,3749,2,,,,,
0.025459738448262215,3759,2,,,,,
0.034118156880140305,3769,2,,,,,
0.033298760652542114,3779,2,,,,,
0.017323099076747894,3789,2,,,,,
0.05976846441626549,3799,2,,,,,
0.05867016687989235,3809,2,,,,,
0.026164447888731956,3819,2,,,,,
0.03597526252269745,3829,2,,,,,
0.09588085114955902,3839,2,,,,,
0.02163286693394184,3849,2,,,,,
0.029823988676071167,3859,2,,,,,
0.03659350052475929,3869,2,,,,,
0.05414043366909027,3879,2,,,,,
0.027606027200818062,3889,2,,,,,
0.027184223756194115,3899,2,,,,,
0.05628836527466774,3909,2,,,,,
0.06654401868581772,3919,2,,,,,
0.035162024199962616,3929,2,,,,,
0.05542660132050514,3939,2,,,,,
0.029564153403043747,3949,2,,,,,
0.046173691749572754,3959,2,,,,,
0.026652846485376358,3969,2,,,,,
0.02512914128601551,3979,2,,,,,
0.02852015197277069,3989,2,,,,,
0.032135430723428726,3999,2,,,,,
0.053747523576021194,4009,2,,,,,
0.042574476450681686,4019,2,,,,,
0.04713480547070503,4029,2,,,,,
0.027767902240157127,4039,2,,,,,
0.01434299536049366,4049,2,,,,,
0.02333243377506733,4059,2,,,,,
0.039476774632930756,4069,2,,,,,
0.033601172268390656,4079,2,,,,,
0.012783161364495754,4089,2,,,,,
0.05191939324140549,4099,2,,,,,
0.034294113516807556,4109,2,,,,,
0.027915382757782936,4119,2,,,,,
0.04873651638627052,4129,2,,,,,
0.031408198177814484,4139,2,,,,,
0.045703351497650146,4149,2,,,,,
0.02674826979637146,4159,2,,,,,
0.02523355931043625,4169,2,,,,,
0.024344181641936302,4179,2,,,,,
0.009205687791109085,4189,2,,,,,
0.024386689066886902,4199,2,,,,,
0.023816188797354698,4209,2,,,,,
0.04833780974149704,4219,2,,,,,
0.060743547976017,4229,2,,,,,
0.09394083172082901,4239,2,,,,,
0.028692049905657768,4249,2,,,,,
0.04089249670505524,4259,2,,,,,
0.038268789649009705,4269,2,,,,,
0.04436497017741203,4279,2,,,,,
0.028826560825109482,4289,2,,,,,
0.014119532890617847,4299,2,,,,,
0.054234523326158524,4309,2,,,,,
0.02030748873949051,4319,2,,,,,
0.03446144610643387,4329,2,,,,,
0.051074255257844925,4339,2,,,,,
0.04375221207737923,4349,2,,,,,
0.030029481276869774,4359,2,,,,,
0.037255629897117615,4369,2,,,,,
0.04925323277711868,4379,2,,,,,
0.07710152119398117,4389,2,,,,,
0.015322775579988956,4399,2,,,,,
0.012082289904356003,4409,2,,,,,
0.04798483848571777,4419,2,,,,,
0.02018682472407818,4429,2,,,,,
0.04831753671169281,4439,2,,,,,
0.03538588434457779,4449,2,,,,,
0.05444910004734993,4459,2,,,,,
0.04075922444462776,4469,2,,,,,
0.05760074779391289,4479,2,,,,,
0.028423171490430832,4489,2,,,,,
0.04132407158613205,4499,2,,,,,
0.024437014013528824,4509,2,,,,,
0.046107273548841476,4519,2,,,,,
0.03563582897186279,4529,2,,,,,
0.019743023440241814,4539,2,,,,,
0.039769407361745834,4549,2,,,,,
0.03717862069606781,4559,2,,,,,
0.02785947546362877,4569,2,,,,,
0.0336737297475338,4579,2,,,,,
0.026407422497868538,4589,2,,,,,
0.01699725165963173,4599,2,,,,,
0.03595678135752678,4609,2,,,,,
0.047688864171504974,4619,2,,,,,
0.05695611238479614,4629,2,,,,,
0.04656064137816429,4639,2,,,,,
0.035106055438518524,4649,2,,,,,
0.04018080607056618,4659,2,,,,,
0.03557561710476875,4669,2,,,,,
0.04478124901652336,4679,2,,,,,
0.012460662983357906,4689,2,,,,,
0.019895605742931366,4699,2,,,,,
0.027508631348609924,4709,2,,,,,
0.01495665404945612,4719,2,,,,,
0.007587986998260021,4729,2,,,,,
0.027001921087503433,4739,2,,,,,
0.05206430330872536,4749,2,,,,,
0.021348342299461365,4759,2,,,,,
0.017644787207245827,4769,2,,,,,
0.05201141536235809,4779,2,,,,,
0.006011112593114376,4789,2,,,,,
0.049519170075654984,4799,2,,,,,
0.0372840091586113,4809,2,,,,,
0.037815555930137634,4819,2,,,,,
0.035155728459358215,4829,2,,,,,
0.04885662719607353,4839,2,,,,,
0.024103453382849693,4849,2,,,,,
0.04088820517063141,4859,2,,,,,
0.03869848698377609,4869,2,,,,,
0.030639687553048134,4879,2,,,,,
0.0445147380232811,4889,2,,,,,
0.032666128128767014,4899,2,,,,,
0.09846367686986923,4909,2,,,,,
0.0362883135676384,4919,2,,,,,
0.038023386150598526,4929,2,,,,,
0.019032621756196022,4939,2,,,,,
0.014779090881347656,4949,2,,,,,
